Tweet,Actual_Sentiment,Predicted_Sentiment
Wow! Many congratulations #JeremyLalrinnunga 🎉 🥇   #JaiHind #CommonwealthGames2022 #CWG2022,positive,positive
राष्ट्रमंडल खेलों में वापसी करना चाहेंगे अमित पंघाल और लवलीना  https://t.co/35GjhbkxJR  #AmitPanghal #Lovlina #CommonwealthGames #CWG2022 #SportsNewsHindi  https://t.co/72uOLnRzMr,neutral,neutral
Jeremy 😢 That's painful But you're a champ 🏆👏 #CWG2022,positive,positive
"कॉमनवेल्थ गेम्स : पहले दिन 16 गोल्ड दांव पर, आज भारत खेलेगा ये मुकाबले #CWG2022 #CWG #India   Click here to read more:  https://t.co/3CQG0Zkerx  Download #PublicVibe For more Updates:  https://t.co/B6AeZ5DSGe  https://t.co/DMSXiZO7s7",neutral,neutral
Congratulation to #jeremy lalrinnunga won gold medal for India at CWG 2022  #CWG2022,positive,positive
New Zealand have beaten Pakistan 4-1 in the men's hockey event. Pakistan will now face Scotland and Australia on 3rd and 4th August respectively. #CWG2022,negative,negative
"@ianuragthakur @raltejeremy 🇮🇳 दुनिया देख रही है दम नाम: जेरेमी लालनिरुंगा उम्र: 19 साल उपलब्धि: #CWG2022 में 67KG भारवर्ग वेटलिफ्टिंग में गोल्ड जीता है बहुत बहुत बधाई राष्ट्रपुत्र. तुम्हारे कंधों ने आज पूरे भारतवर्ष के भार को उठाया है. पूरा भारत आज गौरवान्वित है, हर्षित है.🎉🎊💐🙏   https://t.co/eoKE3bJlNX",neutral,neutral
ओलंपिक पदक विजेता पीवी सिंधु और भारतीय पुरुष हॉकी टीम के कप्तान मनप्रीत सिंह बर्मिंघम में कॉमनवेल्थ गेम्स के उद्घाटन समारोह में भारत के ध्वजवाहक होंगे  #CWG2022 #CommonwealthGames2022 @Pvsindhu1 @manpreetpawar07 @IndiaSports @Media_SAI  @swachhbharat #AzadiKaAmritMahotsav  https://t.co/nz8Cd1Ym9e,neutral,neutral
🇮🇳 Lawn bowls CWG 2022  Men's Triples - Section A - Round 2 India 12-19 Scotland  Women's Singles - Section B - Round 2 Tania Choudhary 20-21 D Arthur-Almond  #CWG2022 #Birmingham2022 #CWG @WeAreTeamIndia  @birminghamcg22 #TeamIndia #B2022 #EkIndiaTeamIndia @CGI_Bghm #LawnBowls  https://t.co/fQ21kYRGyX,neutral,neutral
WATCH || Special programme on #CommonwealthGames2022 with all the latest updates   #CWG2022: Road To Glory  || Weightlifter @mirabai_chanu wins gold medal  VIDEO:  https://t.co/alRmqAF6P9  #MirabaiChanu #Cheer4India #India4CWG2022   @ianuragthakur @Media_SAI  https://t.co/s79eYKt2cA,positive,positive
If anyone has any semi final 2 netball tickets available please let me know! #CWG2022 #Birmingham2022 #netball,positive,positive
#CWG2022  - a🥇and🥈 in #Weightlifting.@WeAreTeamIndia  https://t.co/UPoesVmzuu,neutral,neutral
@BrownieMaxwell All good wishes for #CWG2022 Claire!,positive,positive
Commonwealth Games| Six medals for India in Weightlifting so far  Gold - Mirabai Chanu Gold - Jeremy Lalrinnunga Gold - Achinta Sheuli   Silver - Bindyarani Devi  Silver - Sanket Sargar  Bronze - Giriraj Poojary   #CWG2022 #India4CWG2022  @Media_SAI  @ianuragthakur  https://t.co/QTgk83wDrs,neutral,neutral
#CWG2022 #B2022  #Squash - Sunayna Kuruvilla 0-2 Aifa Azman  Azman wins the second game 11-7 to take a 2-0 lead in this match.  Day 2 live blog:  https://t.co/2YIHJaM2ad,positive,positive
"India's #AchintaSheul  From our side, i wish you all the very best to reach new heights. #MirabaiChanu  and #JeremyLalrinnunga #GoldMedal #CWG2022 #CommonwealthGames2022  https://t.co/SBjlzqiyro",positive,positive
Congratulations Jeremy for winning GOLD 🥇 for #TeamIndia 🇮🇳 at #CWG2022 He lifted a total of 300kg (GR) in Men's 67kg Finals🏋‍♂️ Truly Inspiring 💪 #Cheer4India #KheloIndia   ⁦@IndiaSports⁩ ⁦@GCNIndia⁩ ⁦@NITIAayog⁩ ⁦@FollowCII⁩  https://t.co/mfXkBw0rt8,positive,positive
Piece of cake (gold) for Chanu (-: #CWG2022,positive,positive
"SILVER! 🥈  Bindyarani Devi wins the Silver Medal as she lifts a total of 202Kgs in Women's Weightlifting - 55Kg, also creating a Games Record of 116Kg in the 3rd lift in Clean and Jerk. 🇮🇳🥈  Sensational Bindyarani! 🔥  📷 Sony LIV  #CWG2022 #B2022  https://t.co/psiovGkQ6n",positive,positive
Good middle of the night everyone. How are we doing?   #B2022 #CWG2022  https://t.co/i8KroOjvbA,positive,positive
India 4 medal 🥇🥈🥉🥈 in a single day what a outstanding performance congratulations Bindyarani Devi #weightlifting #CWG2022  https://t.co/bICN3nWRk2,positive,positive
Six And Finish The game Smriti The Rockstar #INDvPAK  #CWG2022,neutral,neutral
Kidambi Anna wins first game against Pakistani M Ali 21-7. Leading 3-0 in second game #CWG2022,positive,positive
A dominating first half from Sumeeth/Ashwini as the 🇮🇳 pair lead 11-4 at the mid game interval 🔥   #PBLIndia #Commonwealthgames #B2022 #CWG2022 #Badminton  @birminghamcg22,negative,neutral
आज #CommonwealthGames2022 की भारोत्तोलन प्रतिस्पर्धा में सुश्री @mirabai_chanu ने ऐतिहासिक जीत दर्ज करते हुए माँ भारती को स्वर्ण पदक से गौरवभूषित किया है।  #CWG2022 में भारत के लिए प्रथम स्वर्ण पदक प्राप्त करने की आपको ढेरों बधाई और शुभकामनाएं!  जय हिंद ।  https://t.co/wB8sCfERDP,neutral,neutral
#CWG2022  India midfielder #NavjotKaur's campaign at the Commonwealth Games came to an abrupt end as she is set to fly back home after testing positive for #COVID19 #Hockey  https://t.co/nSx40Mr4bm,positive,positive
England’s Alex Yee wins first gold medal of Commonwealth Games in triathlon. 🥇🏴󠁧󠁢󠁥󠁮󠁧󠁿  #CWG2022 #B2022 #TeamEngland #ENG  https://t.co/gvVBss4d4T,positive,positive
@insan_honey Congratulations to all the players who grabbed medals for nation in #CommonwealthGames2022 . Its commendable. #CWG2022,positive,positive
જેરેમી લાલરિનુંગાએ પુરુષોની વેઇટલિફ્ટિંગ 67 કિગ્રા કેટેગરીમાં ગોલ્ડ મેડલ જીત્યો   https://t.co/0JMJPe6JZn  #CWG2022 #JeremyLalrinnunga #Weightlifting,neutral,neutral
"#CWG2022 #B2022  Men's #Hockey, Pool B: 🇮🇳11-0🇬🇭  FULL TIME: Harmanpreet Singh returns with a memorable hat-trick as India earn a huge win to kick off their campaign 💪  Day 3 live blog:  https://t.co/BkkpCw42qd  https://t.co/Xv6YZgVhB6",positive,positive
Phenomenal 19-year-old #JeremyLalrinnunga from Mizoram bags second gold for India: #CWG2022 | Sports  https://t.co/bDpBWIl02u,neutral,neutral
Wow! 🥈🥉 Kudos to our boys! #EkIndiaTeamIndia #CWG2022,positive,positive
गर्व के पल .... देश के लिए पहला स्वर्ण पदक जीतने पर मीराबाई चानू को बधाई एवं शुभकामनाएं । हर देशवासी आज गौरवान्वित है । #MirabaiChanu  #CWG2022  https://t.co/32NP9SkgCG,neutral,neutral
"Yet another stellar performance by #MirabaiChanu wins us our first Gold at the #CommonwealthGames. As the CWG defending champion, her astounding grit and immpecable show of strength has given us all a historic moment that'll be cherished for years to come. @mirabai_chanu #CWG2022  https://t.co/cTxZHtLdhv",positive,positive
India 5-0 Srilanka in second group stage match.  Treesa and Gayatri wins the last tie for India. First set was close but second set was smooth sailing.  #TeamIndia #CWG2022 #Badminton,positive,positive
"Sreeja Akula too wins her Singles match in straight games, and that means India have wrapped up this tie against South Africa!   Live:  https://t.co/MHdMHxH29T  #CWG2022 #B2022",positive,positive
#CWG2022 में देश को दूसरा गोल्ड दिलवाने के लिए वेटलिफ्टर जेरेमी लालरिनुंगा को हृदय से बधाई। मात्र 19 वर्ष की उम्र में अपने पहले कॉमनवेल्थ गेम्स में दो बार चोट लगने के बाद भी देश के लिए लड़ने और जीतने का आपका जज्बा वंदनीय है। #Cheer4India  https://t.co/798wLKViii,neutral,neutral
காமன்வெல்த் போட்டியில் தங்கம் வென்ற 19 வயது வீரர் ஜெரிமி லால்ரினுங்காவுக்கு பிரதமர் மோடி வாழ்த்து.  #CommonwealthGames2022 #CWG2022 #JeremyLalrinnunga #PMModi  https://t.co/jALJIIC9Km,neutral,neutral
PV Sindhu To Be India's Flagbearer At CWG 2022 Opening Ceremony #cwg2022  https://t.co/3jZ1jAIsCz,neutral,neutral
"@DrRijuDutta_TMC @MamataOfficial @AITCofficial @derekobrienmp @Sukhendusekhar @AparupaPoddar @tiwarymanoj @FirhadHakim @aroopbiswasaitc @sayantika12 @madanmitraoff আমাদের জন্য গর্বের মুহূর্ত , কমনওয়েলথ গেমসে পুরুষদের ৭৩ কেজি ভারোত্তোলনে স্বর্ণপদক জেতার জন্য বাংলার হাওড়ার #Achinta_Sheuli অভিনন্দন।  #AchintaSheuli #CWG2022 #Congratulations_India",neutral,neutral
शिवा थापा ने बर्मिघम में राष्ट्रमंडल गेम्स की मुक्केबाजी प्रतियोगिता में पाकिस्तान के सुलेमान बलोच की धूल चटा दी है।  https://t.co/wOgEqKnqdU  #CWG2022 #Sports #CommonwealthGames #CommonwealthGames2022 #Birmingham2022 #Boxing #ShivaThapa  https://t.co/FdFB7eamoi,neutral,neutral
ఆ ఒక్క క్షణం.. 140 కోట్ల భారత ప్రజల గుండెల్లో.. బరువంతా దూదిపింజలా తేలిపోయినట్టయింది.. మీరాబాయి చాను.. మేరా దేశ్ మహాన్ అంటూ అంత బరువునీ అదాటున ఎత్తి పడేసిన తీరు.. నయా భారత్ మహిళలపై వివక్ష.. వక్రచూపు మారే తీరున్. #GOLD1 #CWG2022 #Meerabaichanu  https://t.co/w7n327dUgY,neutral,neutral
"Match starts at 3:30pm, @cricbuzz app shows the start time at 4:30pm.  In short, we don’t care. #CWG2022  https://t.co/afi6P7LFhE",positive,neutral
Mirabai Chanu in the 49 kg event tonight 😂👇  #MirabaiChanu #CWG2022  https://t.co/9h4XQ4vTZ2,neutral,neutral
"CGW 2022 declared open, day to start with Lawn Bowls #Birmingham #Commonwealthgame #CommonwealthGames #cwg2022 #manpreetsingh #NeerajChopra #pvsindhu  https://t.co/jmqt4pbnHY  https://t.co/svqUNdbALF",neutral,neutral
😲! WoW! Cricket is a game of Centimeters.. This is totally unbelievable.. #CWG2022 #WomensCricket  https://t.co/1V0uKuS9lM,positive,positive
Congratulations Jeremy clinches GOLD🇮🇳 #CWG2022India #CWG2022  #JeremyClinches,positive,positive
"Calm and composed Achinta Sheuli wins India's 3rd gold medal at CWG 2022, creates games record #CWG2022   https://t.co/SxpmtOxjKa  https://t.co/le4gbB8sKe",positive,positive
Congratulations to Bindyarani Devi for winning Silver medal at the #CommonwealthGames 2022. We are all very proud of you. Best wishes for your next challenges.  #CWG2022  https://t.co/yHelwpnKBT,positive,positive
Schedule for indian singles and doubles players at #CWG2022 #birmingham22  https://t.co/liH5DYzltR,neutral,neutral
#CWG2022 @mirabai_chanu  हमें आप पर गर्व है 👏  #GoldMedal 1,neutral,neutral
"I extend my best wishes to the Indian contingent for the #CommonWealthGames2022.  Good luck, Team India🇮🇳  #CWG2022  https://t.co/UrnhdMPE9q",positive,positive
Indian lifters do not lack heart as proven by Sanket Sagar yday &amp; Jeremy today.  Whats important is diet &amp; recovery techniques. With Sharma at the helm think the boys/girls r in safe hands. #CWG2022,positive,positive
"🇮🇳🏊‍♀️ BIG STRIDES! #SrihariNataraj qualifies for the men's 100m Backstroke final, courtesy of finishing 7th overall in the semis.  📝 The final will take place on July 31 at 2:35 AM.  #CWG2022 #B2022 #Swimming #TeamIndia #Cheer4India #Sportwalk  https://t.co/QXdOjwgJap",positive,positive
‘We played well as we did not lose points’ Hockey team’s captain Umar  #ASportsHD #PakistanHockey #UmarBhutta #B2022 #CWG2022 #PAKvSA    https://t.co/0TsoZTlFyt,positive,positive
"#CWG2022 #Boxing   Had to go back when I first heard it to make sure I got it right but, wow that's one savage one-liner from Coach Bhatt 🤣",positive,positive
Proud of you Golden Boy Jeremy 🤩🇮🇳 #CWG2022  https://t.co/rw8ZRb5g3H,positive,positive
"#weightlifting #CWG2022 🏋️‍♂️🏋️‍♀️  Mirabai Chanu will be in action in 49kg.  Event starts at 8pm.  After her exploits in Tokyo Olympics, high hopes from here here as well #GoChanu  https://t.co/b76y0toMeI",positive,positive
#CWG2022 🇮🇳🇮🇳🇮🇳🇮🇳🎊🎊🎊,neutral,neutral
#JeremyLalrinnunga  We are proud of Jeremy lalrinnunga. SECOND GOLD MEDAL OF #CommonwealthGames2022 for India! Jeremy Lalrinnunga wins GOLD in men's 67kg weightlifting event with a total of 300 kg.   #B2022 #CWG2022,positive,positive
Watch the preview of today's #INDvPAK match at the #CWG2022 hosted by @imfemalecricket where our member @ilegally_indian along with others are providing insight  https://t.co/seyBOUeqU4,neutral,positive
Congratulations to  19 years old Jeremy Lalrinnunga for breaking Games record and winning Gold 🥇 for India in #CWG22 #weightlifting #CWG2022India #CWG2022 #B2022 #Cheer4India #Jeremy  https://t.co/sWHaXNVCGJ,positive,positive
#CommonwealthGames2022 | Day 3 Live  Weightlifting Women's 59kg Final  India's Popy Hazarika fails to lift 84kg in her second snatch attempt  #B2022 #CWG2022 #Weightlifting  FOLLOW LIVE:  https://t.co/fllQpmX9zn,negative,neutral
